Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Year Gap,Normalized Lead Time,Factory,Route_State,Route_Region
3262,US-2022-158421-CHO-SCR-58000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> South Carolina,Lot's O' Nuts -> Gulf
3263,US-2022-149972-CHO-MIL-31000,2024-09-21,2028-03-15,First Class,149972,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
3264,US-2022-158421-CHO-TRI-54000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> South Carolina,Wicked Choccy's -> Gulf
3265,US-2022-158421-CHO-FUD-51000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> South Carolina,Lot's O' Nuts -> Gulf
3266,US-2022-158421-CHO-TRI-54000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> South Carolina,Wicked Choccy's -> Gulf
3267,US-2022-102036-CHO-MIL-31000,2024-09-21,2028-03-19,Standard Class,102036,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific
3268,US-2022-158421-CHO-NUT-13000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> South Carolina,Lot's O' Nuts -> Gulf
3269,US-2022-126697-CHO-MIL-31000,2024-09-21,2028-03-16,First Class,126697,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
3270,US-2022-158421-CHO-MIL-31000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> South Carolina,Wicked Choccy's -> Gulf
3271,US-2022-117800-CHO-MIL-31000,2024-09-21,2028-03-18,Standard Class,117800,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Massachusetts,Wicked Choccy's -> Atlantic
3272,US-2022-158421-CHO-MIL-31000,2024-09-21,2028-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> South Carolina,Wicked Choccy's -> Gulf
3273,US-2022-126697-CHO-FUD-51000,2024-09-21,2028-03-16,First Class,126697,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
3274,US-2022-134992-CHO-TRI-54000,2024-09-22,2028-03-18,Second Class,134992,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf
3275,US-2022-112571-CHO-FUD-51000,2024-09-22,2028-03-14,Same Day,112571,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
3276,US-2022-168760-CHO-FUD-51000,2024-09-22,2028-03-18,Second Class,168760,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
3277,US-2022-102260-CHO-SCR-58000,2024-09-22,2028-03-18,Standard Class,102260,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3278,US-2022-102260-CHO-NUT-13000,2024-09-22,2028-03-18,Standard Class,102260,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3279,US-2022-102260-CHO-NUT-13000,2024-09-22,2028-03-18,Standard Class,102260,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3280,US-2022-134992-CHO-FUD-51000,2024-09-22,2028-03-18,Second Class,134992,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf
3281,US-2022-102260-CHO-FUD-51000,2024-09-22,2028-03-18,Standard Class,102260,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3282,US-2022-102260-CHO-FUD-51000,2024-09-22,2028-03-18,Standard Class,102260,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3283,US-2022-115343-CHO-MIL-31000,2024-09-22,2028-03-17,First Class,115343,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> Pennsylvania,Wicked Choccy's -> Atlantic
3284,US-2022-115343-CHO-FUD-51000,2024-09-22,2028-03-17,First Class,115343,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic
3285,US-2022-153381-CHO-TRI-54000,2024-09-24,2028-03-20,Standard Class,153381,United States,Dubuque,Iowa,52001,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13.0,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Iowa,Wicked Choccy's -> Interior
3286,US-2022-143119-CHO-SCR-58000,2024-09-24,2028-03-22,Standard Class,143119,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> Louisiana,Lot's O' Nuts -> Gulf
3287,US-2022-103835-CHO-MIL-31000,2024-09-24,2028-03-20,Standard Class,103835,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
3288,US-2022-103835-CHO-TRI-54000,2024-09-24,2028-03-20,Standard Class,103835,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
3289,US-2022-161466-CHO-MIL-31000,2024-09-24,2028-03-19,Second Class,161466,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> Pennsylvania,Wicked Choccy's -> Atlantic
3290,US-2022-106873-CHO-SCR-58000,2024-09-24,2028-03-21,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3291,US-2022-106873-CHO-TRI-54000,2024-09-24,2028-03-21,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific
3292,US-2022-113131-CHO-NUT-13000,2024-09-24,2028-03-16,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
3293,US-2022-161830-CHO-SCR-58000,2024-09-24,2028-03-18,Second Class,161830,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> Washington,Lot's O' Nuts -> Pacific
3294,US-2022-161830-CHO-TRI-54000,2024-09-24,2028-03-18,Second Class,161830,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific
3295,US-2022-153381-CHO-SCR-58000,2024-09-24,2028-03-20,Standard Class,153381,United States,Dubuque,Iowa,52001,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Iowa,Lot's O' Nuts -> Interior
3296,US-2022-113131-CHO-SCR-58000,2024-09-24,2028-03-16,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
3297,US-2022-105508-CHO-FUD-51000,2024-09-24,2028-03-21,Standard Class,105508,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
3298,US-2022-113131-CHO-NUT-13000,2024-09-24,2028-03-16,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
3299,US-2022-113131-CHO-NUT-13000,2024-09-24,2028-03-16,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
3300,US-2022-113131-CHO-MIL-31000,2024-09-24,2028-03-16,Same Day,113131,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1269,4,-192,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
3301,US-2022-106873-CHO-MIL-31000,2024-09-24,2028-03-21,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific
3302,US-2022-147816-CHO-SCR-58000,2024-09-24,2028-03-18,Second Class,147816,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3303,US-2022-164308-CHO-SCR-58000,2024-09-24,2028-03-19,First Class,164308,United States,Broken Arrow,Oklahoma,74012,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> Oklahoma,Lot's O' Nuts -> Interior
3304,US-2022-151869-CHO-MIL-31000,2024-09-25,2028-03-17,Same Day,151869,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1269,4,-192,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
3305,US-2022-149083-CHO-MIL-31000,2024-09-25,2028-03-22,Standard Class,149083,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific
3306,US-2022-106320-CHO-SCR-58000,2024-09-25,2028-03-22,Standard Class,106320,United States,Orem,Utah,84057,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Utah,Lot's O' Nuts -> Pacific
3307,US-2022-139738-CHO-SCR-58000,2024-09-25,2028-03-21,Standard Class,139738,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior
3308,US-2022-156510-CHO-FUD-51000,2024-09-25,2028-03-21,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Connecticut,Lot's O' Nuts -> Atlantic
3309,US-2022-156510-CHO-SCR-58000,2024-09-25,2028-03-21,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Connecticut,Lot's O' Nuts -> Atlantic
3310,US-2022-120845-CHO-MIL-31000,2024-09-25,2028-03-24,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> Tennessee,Wicked Choccy's -> Gulf
3311,US-2022-120845-CHO-SCR-58000,2024-09-25,2028-03-24,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3312,US-2022-159779-CHO-SCR-58000,2024-09-25,2028-03-21,Standard Class,159779,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> New Hampshire,Lot's O' Nuts -> Atlantic
3313,US-2022-156335-CHO-FUD-51000,2024-09-25,2028-03-20,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> New Jersey,Lot's O' Nuts -> Atlantic
3314,US-2022-160787-CHO-SCR-58000,2024-09-25,2028-03-17,Same Day,160787,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic
3315,US-2022-120845-CHO-SCR-58000,2024-09-25,2028-03-24,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3316,US-2022-100573-CHO-MIL-31000,2024-09-25,2028-03-23,Standard Class,100573,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
3317,US-2022-149083-OTH-GUM-21000,2024-09-25,2028-03-22,Standard Class,149083,United States,Seattle,Washington,98103,Other,Pacific,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,1274,4,-187,Secret Factory,Secret Factory -> Washington,Secret Factory -> Pacific
3318,US-2022-156510-CHO-SCR-58000,2024-09-25,2028-03-21,Standard Class,156510,United States,Meriden,Connecticut,6450,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Connecticut,Lot's O' Nuts -> Atlantic
3319,US-2022-151869-CHO-SCR-58000,2024-09-25,2028-03-17,Same Day,151869,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
3320,US-2022-120845-CHO-FUD-51000,2024-09-25,2028-03-24,Standard Class,120845,United States,Murfreesboro,Tennessee,37130,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf
3321,US-2022-156335-CHO-MIL-31000,2024-09-25,2028-03-20,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> New Jersey,Wicked Choccy's -> Atlantic
3322,US-2022-149083-CHO-TRI-54000,2024-09-25,2028-03-22,Standard Class,149083,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific
3323,US-2022-103933-CHO-SCR-58000,2024-09-25,2028-03-19,First Class,103933,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
3324,US-2022-156335-CHO-MIL-31000,2024-09-25,2028-03-20,Second Class,156335,United States,Bayonne,New Jersey,7002,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> New Jersey,Wicked Choccy's -> Atlantic
3325,US-2022-124800-CHO-TRI-54000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific
3326,US-2022-127173-CHO-TRI-54000,2024-09-26,2028-03-25,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
3327,US-2022-124800-CHO-NUT-13000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3328,US-2022-124800-CHO-SCR-58000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3329,US-2022-120341-CHO-FUD-51000,2024-09-26,2028-03-21,Second Class,120341,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic
3330,US-2022-161991-CHO-FUD-51000,2024-09-26,2028-03-20,Second Class,161991,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
3331,US-2022-122371-CHO-NUT-13000,2024-09-26,2028-03-23,Standard Class,122371,United States,San Diego,California,92037,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
3332,US-2022-127173-CHO-TRI-54000,2024-09-26,2028-03-25,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
3333,US-2022-130883-CHO-FUD-51000,2024-09-26,2028-03-24,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific
3334,US-2022-124800-CHO-FUD-51000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3335,US-2022-130883-CHO-NUT-13000,2024-09-26,2028-03-24,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific
3336,US-2022-124800-CHO-MIL-31000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific
3337,US-2022-122371-CHO-SCR-58000,2024-09-26,2028-03-23,Standard Class,122371,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
3338,US-2022-124800-CHO-SCR-58000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3339,US-2022-111458-CHO-NUT-13000,2024-09-26,2028-03-22,Standard Class,111458,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
3340,US-2022-130883-CHO-TRI-54000,2024-09-26,2028-03-24,Standard Class,130883,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> Oregon,Wicked Choccy's -> Pacific
3341,US-2022-127173-CHO-TRI-54000,2024-09-26,2028-03-25,Standard Class,127173,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
3342,US-2022-124800-CHO-SCR-58000,2024-09-26,2028-03-22,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific
3343,US-2022-161991-CHO-TRI-54000,2024-09-26,2028-03-20,Second Class,161991,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
